TimeUTC,RelativeTimeMins,SatelliteID,VisibleCountries,CachedMovies
2025-09-01 00:01:00,1.01,48653,BF|ML|GH|CI|GN|LR|SL,
2025-09-01 00:01:00,1.01,48654,LY|DZ,
2025-09-01 00:01:00,1.01,48655,TR|GR|BG|XK|MK|AL|IT,
2025-09-01 00:01:00,1.01,48656,KZ|RU,
2025-09-01 00:01:00,1.01,48658,MN|RU,
2025-09-01 00:01:00,1.01,48659,JP|KP|KR,
2025-09-01 00:01:00,1.01,48662,GU|FM,
2025-09-01 00:01:00,1.01,48663,SB,
2025-09-01 00:01:00,1.01,48666,UA|MD|RO|BG,
2025-09-01 00:01:00,1.01,48672,BR,
2025-09-01 00:01:00,1.01,48673,BR,
2025-09-01 00:01:00,1.01,48674,AR,
2025-09-01 00:01:00,1.01,48676,IT|MT|LY|TN|DZ,
2025-09-01 00:01:00,1.01,48678,KZ|RU,
2025-09-01 00:01:00,1.01,48679,MN|CN|RU,
2025-09-01 00:01:00,1.01,48681,CN,
2025-09-01 00:01:00,1.01,48682,CN|MM|IN|BT|BD,
2025-09-01 00:01:00,1.01,48685,ID,
2025-09-01 00:01:00,1.01,48686,AU,
2025-09-01 00:01:00,1.01,48687,PE|BR|CO,
2025-09-01 00:01:00,1.01,48691,ES|PT,
2025-09-01 00:01:00,1.01,48692,CN|IN,
2025-09-01 00:01:00,1.01,48693,RU|KZ,
2025-09-01 00:01:00,1.01,48695,CN,
2025-09-01 00:01:00,1.01,48696,PG|AU,
2025-09-01 00:01:00,1.01,48880,MM|CN|IN|BD,
2025-09-01 00:01:00,1.01,48881,RU,
2025-09-01 00:01:00,1.01,49131,UY|AR,
2025-09-01 00:01:00,1.01,49135,GS,
2025-09-01 00:01:00,1.01,49136,PR|VI|VG|BL|AI|SX|MF|NL|AG|KN|MS|GP|DM|LC|MQ|VC,
2025-09-01 00:01:00,1.01,49137,CA,
2025-09-01 00:01:00,1.01,49141,CA|PM,
2025-09-01 00:01:00,1.01,49143,BM,
2025-09-01 00:01:00,1.01,49145,RU,
2025-09-01 00:01:00,1.01,49146,NL|AG|KN|MS|GP|DM|LC|MQ|VC|BB|GD|VE|TT|GY,
2025-09-01 00:01:00,1.01,49147,CN|HK|MO|VN,
